iter	Logloss
0	0.6702528603
1	0.6477362197
2	0.625328773
3	0.6031913899
4	0.5796604653
5	0.5570311139
6	0.5393807223
7	0.5181231871
8	0.4984079808
9	0.4797792683
10	0.461685833
11	0.4445916215
12	0.4287070235
13	0.4130698278
14	0.3994027744
15	0.3854538304
16	0.3728387542
17	0.3602112837
18	0.3475090509
19	0.3348209707
20	0.3228057237
21	0.3139909652
22	0.3033163645
23	0.2937767568
24	0.2830859897
25	0.2725577089
26	0.2631353782
27	0.2531415521
28	0.2462418567
29	0.2373595823
30	0.2303445809
31	0.2237852019
32	0.2161065708
33	0.2086129454
34	0.2015360439
35	0.1952538473
36	0.1890611329
37	0.1832783072
38	0.1781577922
39	0.1728439189
40	0.167575978
41	0.1624051629
42	0.1565798224
43	0.151850477
44	0.1472287089
45	0.14290799
46	0.1394396644
47	0.1350352206
48	0.13125019
49	0.1273435997
50	0.1240022085
51	0.1203961851
52	0.1173721512
53	0.1141149315
54	0.1113844946
55	0.1085843721
56	0.1056046114
57	0.1026098329
58	0.09964838702
59	0.09702318043
60	0.09445886718
61	0.09169051727
62	0.08926427054
63	0.08727952184
64	0.08486959748
65	0.08270254454
66	0.0806042696
67	0.0782465527
68	0.07664550725
69	0.07481822471
70	0.07308753627
71	0.07113212103
72	0.06965482634
73	0.06786564823
74	0.06615084255
75	0.06456263801
76	0.06313818893
77	0.06164444424
78	0.06011443156
79	0.05875749127
80	0.05765490195
81	0.05631735777
82	0.05523981569
83	0.05377583699
84	0.0527014041
85	0.05170672888
86	0.05078011197
87	0.04962502093
88	0.04862704153
89	0.04766165014
90	0.04677311284
91	0.0455337333
92	0.04448399313
93	0.0436482979
94	0.04272233332
95	0.04186886926
96	0.04087147128
97	0.04007032458
98	0.03931712041
99	0.03862102324
100	0.03785719747
101	0.03712916463
102	0.03644098048
103	0.0357011242
104	0.03487176434
105	0.03426923362
106	0.03349904766
107	0.03276157025
108	0.03227334572
109	0.03182763592
110	0.03118998942
111	0.03070757557
112	0.03006114038
113	0.02961040873
114	0.02909401536
115	0.02864873454
116	0.02818318016
117	0.02771437478
118	0.02724347239
119	0.02676774667
120	0.02633846737
121	0.02581294319
122	0.02543691188
123	0.02502917003
124	0.02464009927
125	0.02439115127
126	0.02407097019
127	0.02374138885
128	0.02338097264
129	0.02293787747
130	0.02254489097
131	0.0222741751
132	0.02201449384
133	0.02164645
134	0.02125939827
135	0.02109631464
136	0.02081301664
137	0.02054750166
138	0.0202611317
139	0.01991013523
140	0.0195970748
141	0.01932590336
142	0.01905141001
143	0.01892893554
144	0.01871944626
145	0.01851899739
146	0.01830250269
147	0.01798866584
148	0.01780357325
149	0.01749966136
150	0.0173594925
151	0.01709830273
152	0.01694519546
153	0.01672133194
154	0.01657374286
155	0.01646776625
156	0.01620954918
157	0.0159712795
158	0.01569586438
159	0.0155208226
160	0.01539126116
161	0.01535454647
162	0.01533724207
163	0.01527484731
164	0.01511346895
165	0.01508669339
166	0.01499117529
167	0.01495845433
168	0.01481340366
169	0.01470599742
170	0.0145772053
171	0.01441471993
172	0.01428400805
173	0.01411592207
174	0.01396598071
175	0.01385809143
176	0.01368493218
177	0.01351747548
178	0.01345577559
179	0.01330559138
180	0.01312562524
181	0.01296049246
182	0.01290607896
183	0.0127480225
184	0.01258763948
185	0.01248555024
186	0.01238256937
187	0.01223802212
188	0.01211312624
189	0.01199266902
190	0.01188185401
191	0.01176668543
192	0.01174732123
193	0.01169723915
194	0.0116823145
195	0.01166969604
196	0.01164763745
197	0.01160146224
198	0.01157190011
199	0.0115549006
200	0.01144348556
201	0.01143366963
202	0.01136933827
203	0.01128846119
204	0.01116759183
205	0.01106742589
206	0.01102896694
207	0.01095886833
208	0.01084010397
209	0.01082993883
210	0.01076306375
211	0.01075459324
212	0.01065463204
213	0.01057112527
214	0.01054697409
215	0.01047955658
216	0.01044505768
217	0.01038743661
218	0.0103717772
219	0.01031484391
220	0.01018778719
221	0.01012384315
222	0.01010794799
223	0.0100852158
224	0.009995020012
225	0.009980542952
226	0.009951057044
227	0.00987665538
228	0.009764062428
229	0.009732584971
230	0.00968878863
231	0.009673050345
232	0.009656314956
233	0.009625942734
234	0.009542382783
235	0.009460681433
236	0.009359812648
237	0.009312544614
238	0.009306221646
239	0.009270035201
240	0.009220608991
241	0.009150606106
242	0.009093334241
243	0.009009625389
244	0.008979136173
245	0.008935074824
246	0.008865425578
247	0.00879810468
248	0.008707979798
249	0.008659573736
250	0.008625236143
251	0.008578064716
252	0.008559913883
253	0.008505197263
254	0.008465697774
255	0.008439001984
256	0.008368938829
257	0.008314090147
258	0.008287053126
259	0.00826260237
260	0.008192721796
261	0.00817918157
262	0.008096699378
263	0.008081562014
264	0.008061967375
265	0.00799129089
266	0.007926157416
267	0.007915966573
268	0.007901167781
269	0.007842406907
270	0.007819069362
271	0.007768558304
272	0.007721603138
273	0.007652037206
274	0.007616355073
275	0.007574647776
276	0.007489449916
277	0.007475649114
278	0.007470251459
279	0.007435779146
280	0.007426636813
281	0.007408613609
282	0.007334348438
283	0.007283125225
284	0.007236301677
285	0.007224838973
286	0.007170566396
287	0.007093720277
288	0.007042450089
289	0.00699842375
290	0.006969968182
291	0.006931995371
292	0.00689162951
293	0.006886494647
294	0.006881208668
295	0.006857978367
296	0.006801994317
297	0.006747228505
298	0.006713086344
299	0.006676813927
300	0.006666671831
301	0.006651415701
302	0.006600890018
303	0.006533742394
304	0.006523434557
305	0.006515136439
306	0.006505585514
307	0.006495645941
308	0.006475430882
309	0.006421401598
310	0.006414213145
311	0.006399188343
312	0.006394481127
313	0.006357677807
314	0.006343851302
315	0.006286802788
316	0.006272814088
317	0.006223595275
318	0.006216417015
319	0.006203104129
320	0.006161662726
321	0.00615698786
322	0.006135510246
323	0.006131230677
324	0.006112518807
325	0.006100651057
326	0.006080494494
327	0.006073409297
328	0.006065906645
329	0.006039347347
330	0.00600161517
331	0.005997535908
332	0.00599252247
333	0.00598676054
334	0.005977456454
335	0.005968241887
336	0.00593757718
337	0.005932177753
338	0.005925849468
339	0.00591712193
340	0.005910664243
341	0.005907032126
342	0.005889825218
343	0.005879415899
344	0.005871877351
345	0.005852305756
346	0.005831590816
347	0.005808067145
348	0.005777530954
349	0.005730520837
350	0.005722692022
351	0.005693886803
352	0.005679214754
353	0.005664830757
354	0.005633955995
355	0.00562625215
356	0.005620834996
357	0.005606083179
358	0.005599060023
359	0.005595906073
360	0.005575525716
361	0.005567148272
362	0.005533373489
363	0.005518117359
364	0.005488200702
365	0.005483890998
366	0.005459309511
367	0.005435280197
368	0.005389457298
369	0.005386442943
370	0.005380705387
371	0.005350788287
372	0.005336123328
373	0.005319402564
374	0.005301409938
375	0.005275385087
376	0.005232925309
377	0.005213161827
378	0.005173727039
379	0.005162345432
380	0.005156218341
381	0.005111321198
382	0.005105944814
383	0.005096234354
384	0.005089048116
385	0.005061900749
386	0.005059426602
387	0.005023051372
388	0.004987683438
389	0.004973599016
390	0.004963285418
391	0.004960189078
392	0.004932590577
393	0.004927429125
394	0.004916962195
395	0.004911860569
396	0.004904611403
397	0.004896185212
398	0.004891274144
399	0.004887553396
400	0.00488193239
401	0.004874328698
402	0.004872174068
403	0.00486833544
404	0.004831166959
405	0.004809352102
406	0.004804058146
407	0.004773809564
408	0.004746272218
409	0.004741547719
410	0.004738129205
411	0.004738136738
412	0.004728844618
413	0.004721741694
414	0.004690191116
415	0.004661081449
416	0.004628511166
417	0.004625891664
418	0.004623572179
419	0.00460058916
420	0.004588531296
421	0.004582200352
422	0.00456134626
423	0.004530635465
424	0.004522928961
425	0.004520395875
426	0.004495957527
427	0.00447750712
428	0.004472656764
429	0.004463530828
430	0.004441346378
431	0.004434029852
432	0.004429350112
433	0.004418204265
434	0.004390276941
435	0.004385979202
436	0.00438403773
437	0.004380324516
438	0.00437748831
439	0.004361921527
440	0.004341709126
441	0.004329525405
442	0.004327379638
443	0.004320914861
444	0.004316532036
445	0.004312208594
446	0.004298006292
447	0.004289877902
448	0.004267260931
449	0.004263545501
450	0.00425466463
451	0.00424321788
452	0.004228244927
453	0.004219578544
454	0.004195923699
455	0.004170413797
456	0.004142348208
457	0.004115655077
458	0.004109209798
459	0.004104906298
460	0.004074678545
461	0.00406936642
462	0.004063271235
463	0.004057151234
464	0.004049637947
465	0.004043082322
466	0.004031644878
467	0.004012336961
468	0.003987028696
469	0.003985120461
470	0.003982830668
471	0.003964410839
472	0.003954443347
473	0.003946291913
474	0.003922777105
475	0.003919475584
476	0.003901710298
477	0.003881631288
478	0.003872839492
479	0.003870792548
480	0.003850818124
481	0.003847967736
